id,Price_euros
181,1990.4275
708,603.8016
862,376.23514
1064,1481.189
702,1094.3497
585,1426.4863
195,2900.1572
463,630.5592
14,2711.1365
621,2048.4822
1259,1599.539
551,506.13522
358,341.6456
610,551.3686
880,454.22052
655,1305.414
630,430.8486
483,1964.6946
115,1367.7958
297,1581.5573
1162,1600.2869
666,1264.5518
1278,1578.778
777,1431.9546
521,1998.1671
93,324.06668
260,830.52905
733,400.57135
908,1253.4069
797,552.8372
71,1099.4854
60,1314.9886
608,2011.7373
82,404.12122
540,634.76324
761,1540.0886
473,769.484
183,763.72876
186,3030.3848
846,512.0243
901,750.1811
912,908.32855
27,1209.1128
1127,1890.408
858,1091.5333
958,1667.1013
771,592.4966
930,3596.1519
807,272.49353
618,1193.1342
250,1119.1714
334,1024.2316
180,998.78906
886,319.884
394,1076.1722
659,699.73737
764,942.5945
428,235.70146
1231,1243.9489
865,982.7884
1286,1263.1558
635,1179.9985
143,640.2731
376,1108.7059
1032,1302.9812
1057,1295.3048
1089,678.56494
87,2530.3757
1072,565.6069
211,2357.3572
1003,907.6719
889,2531.0127
1066,1769.2611
1225,941.3218
146,1335.4579
1044,1091.9672
1105,938.1065
59,503.57687
251,1111.2108
954,1133.6332
948,291.3633
887,1998.9235
369,1533.3413
1148,893.2788
1062,1299.2319
1135,1437.7552
1180,2219.9824
620,536.37933
304,1843.4274
1048,543.95996
157,767.7019
1128,430.71915
714,1061.8947
993,1004.8849
689,2028.062
443,488.8895
673,1970.0162
975,919.13184
391,1064.0546
810,655.04987
32,644.96
724,348.00537
287,1495.9562
857,1100.2587
1087,830.6141
386,767.7287
649,959.386
1247,875.9026
279,1343.0773
1176,1451.912
1125,1186.1954
286,810.7286
937,290.89307
508,702.5729
88,855.32574
446,1551.9178
336,844.9061
779,1098.9026
224,645.8799
834,1688.4233
238,414.45425
582,1349.4558
726,892.70306
462,1256.02
863,294.75684
987,1611.1765
1118,2351.9006
1151,1766.5178
736,1999.6621
957,1037.9418
502,1036.6158
811,1127.9602
898,372.31546
802,1695.6455
265,887.95935
1081,649.8737
104,320.62457
675,2358.989
1209,1295.062
1004,548.7453
29,636.72406
432,1992.5901
684,1694.2256
240,1253.1835
237,2968.4849
152,1342.0239
725,982.1738
97,445.47626
1155,1347.3645
746,2014.9077
1143,923.94086
592,741.3656
479,1395.2858
1098,464.54514
903,1329.4764
936,1092.1444
539,2471.9976
653,394.25302
310,424.10635
892,1266.0358
338,2216.825
705,544.3762
273,1303.7913
758,2364.7935
1080,2386.3733
1073,2313.4546
480,1530.5315
1267,1771.097
545,745.75903
153,429.87543
573,2312.3362
1150,2636.568
949,2546.1714
160,579.94543
537,1987.9849
1102,1467.5156
833,856.79974
513,1404.196
1202,2901.521
76,1639.5387
514,507.03268
133,2077.0178
1251,506.3173
806,436.45367
1021,551.37616
206,1488.4211
870,1467.7042
179,879.1093
706,558.8652
416,1987.8942
534,1572.5884
989,792.6723
316,1126.343
507,1519.0532
817,403.96463
776,1795.9025
831,1782.4886
1229,842.6293
295,1758.056
660,1121.6835
612,730.69604
529,1531.0422
114,1070.1702
492,2305.5552
226,870.3041
695,344.43317
751,652.3264
644,483.07587
1185,734.4708
917,2044.0449
527,1118.9299
854,841.4366
182,1541.158
346,825.82605
90,371.49838
468,1338.3501
1147,528.89246
1061,1462.0127
1156,1095.8606
496,757.43365
312,2335.983
822,956.03613
337,1828.1085
835,1269.4718
255,961.9899
364,1772.0452
944,1984.392
1266,597.0034
505,465.5725
350,712.265
800,1004.86664
567,848.0993
1242,2435.6082
905,879.4437
587,2155.779
922,894.04486
259,1214.8163
1248,936.711
641,292.28455
128,549.95276
215,2357.7642
756,649.1568
1054,1284.7456
651,891.37506
86,1555.2122
1037,1621.2214
1299,1081.6726
1109,2392.042
679,642.07794
1099,1631.3394
6,1694.2294
1163,1082.2986
516,1872.7307
1115,1177.5402
977,1877.986
910,1088.0209
962,448.27213
264,1201.6766
83,1206.3445
1295,1114.7119
158,1264.686
487,715.4175
765,571.0858
445,679.066
617,1941.3357
727,846.3822
108,2128.606
918,1793.777
991,920.84534
81,1952.0144
122,804.75366
383,548.3717
951,1494.4941
75,1357.8967
421,908.37213
145,300.69632
8,1531.1332
175,584.693
1123,2375.3704
927,637.3334
875,1649.2339
1029,1013.6801
1265,670.35785
1033,423.55002
663,271.71112
184,565.22144
896,1657.6063
688,537.8107
984,798.9127
744,1284.681
38,617.7099
1227,1378.8821
605,1456.372
1246,1852.1772
77,1889.2551
1252,475.9957
920,914.51294
805,1002.0809
397,1182.5863
231,514.15717
1104,798.24274
1204,1135.3904
1217,1177.6261
149,1525.4103
461,628.20233
21,2106.0942
357,2006.9696
780,1826.9099
343,584.94507
737,240.98631
845,1027.9054
173,1406.7751
781,821.6919
1164,357.7892
819,374.84634
277,855.3627
674,1796.5057
1279,1917.891
1255,2773.6733
1240,1276.2695
41,1581.5056
719,1215.4554
298,2248.507
935,2097.3145
826,905.05035
278,1433.4109
477,2027.2517
542,255.31888
151,526.35175
900,350.294
1124,1022.79193
1216,398.43585
459,962.6535
584,307.82584
294,492.30563
1076,746.511
91,1691.8335
632,1312.9795
1117,259.4512
457,823.47797
326,577.7457
925,2482.75
398,242.7812
940,1531.644
363,823.67206
906,591.9099
820,658.6666
1020,1193.1974
556,1521.0387
384,1334.9097
885,1031.3676
1285,1196.459
438,507.90787
837,1948.8772
979,1055.5017
548,470.52835
170,837.2438
62,1704.4445
309,583.4563
816,1743.5541
22,423.45438
285,2585.5066
668,597.08777
417,1650.2107
685,1368.1182
1049,634.416
440,707.1906
299,1315.655
1188,773.1872
552,448.195
586,441.88162
783,1388.4907
1070,780.4252
1210,1020.9702
1014,222.35222
501,1425.9624
140,1115.846
235,503.3779
317,783.55804
861,1035.8279
257,1249.6936
1200,310.0499
371,1214.8145
1112,319.55054
419,1966.7963
385,649.49133
1281,908.23755
524,1776.4546
1015,577.18896
1236,418.67514
1036,1293.5189
